Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Touchscreen,Ips,ppi,Cpu_brand,HDD,SSD,Gpu_brand,os
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.1,423.14976,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel HD Graphics 620,Windows 10,2.18,385.05456,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,AMD Radeon R5 M430,Windows 10,2.24,331.1352,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,2.67,468.27792,1,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD +  512GB SSD,Intel UHD Graphics 620,Windows 10,1.1,878.53392,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel HD Graphics 620,No OS,2.2,273.69936,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others/No OS/Linux
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Nvidia GeForce 930MX ,Windows 10,2.5,596.6294399999999,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,2.05,515.7504,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.9GHz,8,512GB SSD,Intel Iris Graphics 550,macOS,1.37,1148.0721119999998,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac
Asus,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.2,907.83792,0,0,127.33567457123112,AMD Processor,0,256,AMD,Windows
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,AMD Radeon 520,Linux,2.14,430.8098256,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux
Lenovo,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.36,1464.61392,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8,500GB HDD,Nvidia GeForce 930M,Windows 10,2.2,475.89696,0,0,100.45466986113652,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,12,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,417.9160656,0,0,100.45466986113652,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,2.8,644.10192,0,0,127.33567457123112,Intel Core i7,0,128,AMD,Others/No OS/Linux
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2,436.6296,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,Windows 10,2.8,286.59311999999994,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,2TB HDD,Nvidia GeForce MX150,No OS,2.8,497.58192,0,0,127.33567457123112,Intel Core i7,2000,0,Nvidia,Others/No OS/Linux
Lenovo,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.8,503.44272,0,0,106.11306214269258,Intel Core i7,0,128,Nvidia,Windows
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4,1TB HDD,AMD Radeon R5 M430,Linux,2.25,250.84224,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,485.86032,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6,256GB SSD,Intel HD Graphics 620,Windows 10,2.2,339.34032,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Nvidia GeForce MX150,Windows 10,3.0,557.36208,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,1TB HDD,Intel HD Graphics 620,Windows 10,2.15,386.22672,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 630,Windows 10,1.95,642.92976,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7,572.60016,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,690.98832,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 940MX,No OS,2.2,386.2325808,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2,16GB SSD,Intel HD Graphics,Chrome OS,2.19,116.62991999999998,0,0,100.45466986113652,Other Intel Processor,0,16,Intel,Others/No OS/Linux
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,695.67696,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,1TB HDD,Intel HD Graphics 520,Windows 10,2.54,286.59311999999994,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,1071.94032,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,2.05,433.11312,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,761.31792,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050 Ti,Linux,2.5,573.77232,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
Dell,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16,256GB SSD,Nvidia Quadro M1200,Windows 10,3.42,1690.7587488,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,1TB HDD,AMD Radeon R5 430,Windows 10,2.4,292.45392,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows
Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Nvidia GeForce 940MX,Windows 10,1.63,860.3654399999999,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.3,298.31472,0,0,111.93520355955212,Intel Core i3,0,128,Intel,Windows
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,1243.66176,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,1TB HDD,Nvidia GeForce GTX 940M,Windows 10,2.8,380.36592,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,741.3911999999999,0,0,141.21199808219862,Intel Core i7,0,128,Nvidia,Windows
Lenovo,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,No OS,2.2,210.9829392,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,1157.508,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Nvidia GeForce 930M,Windows 10,2.2,611.28144,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.3,479.99952,0,0,141.21199808219862,Intel Core i5,0,128,Nvidia,Windows
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,Windows 10,1.86,274.87152,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.1,585.49392,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,1TB SSD,Intel UHD Graphics 620,Windows 10,1.21,1464.61392,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8,1230.18192,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,15.6,Full HD 1920x1080,AMD A8-Series 7410 2.2GHz,8,256GB SSD,AMD Radeon R5,Windows 10,2.23,274.87152,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.1,161.172,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.33,494.65152,0,0,141.21199808219862,Intel Core i5,0,128,AMD,Windows
HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,1TB SSD,Intel UHD Graphics 620,Windows 10,1.29,1435.30992,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,13.3,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,269.538192,0,0,117.82653006268644,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.95,574.3584,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,11.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,128GB Flash Storage,Intel HD Graphics 405,Windows 10,1.4,284.2488,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,757.2153599999999,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.79,345.20111999999995,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,641.17152,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
HP,Notebook,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Intel UHD Graphics 620,Windows 10,2.1,528.6441599999999,0,1,100.45466986113652,Intel Core i7,1000,0,Intel,Windows
Acer,Notebook,15.6,1366x768,AMD A12-Series 9720P 2.7GHz,8,256GB SSD,AMD Radeon RX 540,Windows 10,2.2,386.22672,0,0,100.45466986113652,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.44,171.13536,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,6,1TB HDD,Intel HD Graphics 620,Windows 10,2.23,321.75792,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows
Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7,615.325392,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.26,782.4168,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,1546.6651199999997,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,702.70992,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,552.67344,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10,2.0,781.83072,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,Windows 10,1.85,263.14992,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,585.49392,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,743.1494399999999,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,1.9,614.79792,0,1,141.21199808219862,Intel Core i5,0,128,Nvidia,Windows
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,670.47552,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Intel HD Graphics 500,Linux,2.0,161.16613919999998,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.0,669.74292,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Intel HD Graphics,Linux,2.2,161.113392,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Others/No OS/Linux
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,2TB HDD,AMD Radeon 530,Windows 10,2.2,526.8859199999999,0,0,141.21199808219862,AMD Processor,2000,0,AMD,Windows
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Nvidia GeForce 930MX ,Windows 10,2.1,419.63328,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Intel UHD Graphics 620,Windows 10,1.4,1230.18192,1,1,316.96506044349616,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2,925.42032,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,661.68432,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44,163.51632,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16,512GB SSD +  256GB SSD,Intel UHD Graphics 620,Windows 10,1.88,942.3931968,0,0,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,219.78,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,AMD Radeon 530,Windows 10,1.9,388.57104,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,1188.2303136,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,764.2483199999999,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,825.78672,0,0,127.33567457123112,Intel Core i7,0,128,Nvidia,Windows
HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M1200,Windows 10,2.6,1018.7652816,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Nvidia GeForce 930M,Windows 10,2.4,822.27024,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.02,569.0250719999998,0,0,141.21199808219862,Intel Core i7,0,128,AMD,Windows
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.65,585.49392,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,2TB HDD,Intel HD Graphics 620,Windows 10,2.36,326.6634096,1,0,100.45466986113652,Intel Core i5,2000,0,Intel,Windows
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,836.33616,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.86,257.28912,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,553.8456,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,128GB SSD +  1TB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.8,421.39152,0,0,106.11306214269258,Intel Core i5,0,128,Nvidia,Windows
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel HD Graphics 620,Windows 10,1.86,374.50512,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,Intel HD Graphics 405,Windows 10,2.04,227.98512,0,0,100.45466986113652,Other Intel Processor,2000,0,Intel,Windows
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,No OS,2.4,474.1387199999999,0,1,141.21199808219862,Intel Core i5,0,128,Nvidia,Others/No OS/Linux
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,AMD Radeon R7 M445,Windows 10,2.33,526.8859199999999,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1025.64,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,512GB SSD +  2TB HDD,Nvidia GeForce GT 940MX,Windows 10,2.26,644.10192,1,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,128GB SSD,AMD Radeon R5,Windows 10,2.1,249.67008,0,0,100.45466986113652,AMD Processor,0,128,AMD,Windows
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.25,1288.78992,0,1,127.33567457123112,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4,128GB SSD,AMD Radeon R5,Windows 10,2.6,286.59311999999994,0,0,106.11306214269258,AMD Processor,0,128,AMD,Windows
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.62,509.3093807999999,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,256GB SSD,AMD Radeon R5,Windows 10,1.91,286.5872592,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4,128GB SSD,Intel HD Graphics 500,Windows 10,1.59,324.10224,0,1,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
Dell,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4,500GB HDD,Intel HD Graphics 400,Windows 10,1.8,181.09872,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows
Asus,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,167.61888,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,495.82368,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.35,698.02128,0,1,127.33567457123112,Intel Core i7,0,128,Nvidia,Windows
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel HD Graphics 520,No OS,1.85,236.48328,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Others/No OS/Linux
